strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;Agrococcus casei;20215;10-14 days;18410;TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92);7355;28;7355;;;aerobe;31785;;;glucose;31785;;;;;;catalase;+;31785;Gubbeen cheese;7355;GCA_900163565;66792
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;10-14 days;18410;ISP 2;18410;28;18410;;;;;;;mannose;31785;;;;;;gelatinase;+;68379;Gubbeen cheese;67770;1255656.3;66792
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;10-14 days;18410;ISP 3;18410;20-30;31785;;;;;;;tween 80;31785;;;;;;urease;+;68379;;;2835022881;66792
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;10-14 days;18410;ISP 4;18410;25;31785;;;;;;;glycogen;68379;;;;;;beta-glucosidase;-;68379;;;FUHU00000000;67770
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;10-14 days;18410;ISP 5;18410;30;37794;;;;;;;sucrose;68379;;;;;;N-acetyl-beta-glucosaminidase;-;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;10-14 days;18410;ISP 6;18410;28;67770;;;;;;;lactose;68379;;;;;;alpha-glucosidase;+;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;ISP 7;18410;;;;;;;;;maltose;68379;;;;;;beta-galactosidase;-;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;MEDIUM 338 - for Sanguibacter keddieii;37794;;;;;;;;;D-mannitol;68379;;;;;;beta-glucuronidase;-;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;D-xylose;68379;;;;;;alkaline phosphatase;-;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;D-ribose;68379;;;;;;pyrrolidonyl arylamidase;+;68379;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;D-glucose;68379;;;;;;alkaline phosphatase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;gelatin;68379;;;;;;esterase (C 4);+;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;urea;68379;;;;;;esterase lipase (C 8);+;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;esculin;68379;;;;;;lipase (C 14);-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;nitrate;68379;;;;;;leucine arylamidase;+;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;valine arylamidase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;cystine arylamidase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;trypsin;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;alpha-chymotrypsin;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;acid phosphatase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;naphthol-AS-BI-phosphohydrolase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;alpha-galactosidase;-;68382;;;;
7256;DSM 18061, CIP 109629, LMG 22410, JCM 14916;Agrococcus;Agrococcus casei;R-17892t 2;1;;;;;;;;;;;;;;;;;;;;;;beta-galactosidase;-;68382;;;;
