strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
103711;;Rhodococcus;Rhodococcus sp.;ST000860(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10970;DSM 43585;Rhodococcus;Rhodococcus sp.;81 NB;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11167;28;11167;;;;;;;;;;;;;;;;;scumming activated sludge from a sewage treatment plant;11167;;
10970;DSM 43585;Rhodococcus;Rhodococcus sp.;81 NB;0;;;;;GYM STREPTOMYCES MEDIUM (DSMZ Medium 65);11167;;;;;;;;;;;;;;;;;;;;;;
103712;;Rhodococcus;Rhodococcus sp.;ST000862(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10971;DSM 43608, WS 1873;Rhodococcus;Rhodococcus sp.;B H7/4,WS1873;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11199;28;11199;;;;;;;;;;;;;;;;;;11199;;
103713;;Rhodococcus;Rhodococcus sp.;ST000864(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10972;DSM 43972;Rhodococcus;Rhodococcus sp.;N869;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11310;28;11310;;;;;;;;;;;;;;;;;;;;
103791;;Rhodococcus;Rhodococcus sp.;ST027573(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10973;DSM 43976;Rhodococcus;Rhodococcus sp.;GN smooth, N913;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11312;28;11312;;;;;;;;;;;;;;;;;;;;
103792;;Rhodococcus;Rhodococcus sp.;ST002165(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10979;DSM 43980;Rhodococcus;Rhodococcus sp.;8773, N937;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11430;28;11430;;;;;;;;;;;;;;;;;sputum;11430;;
103793;;Rhodococcus;Rhodococcus sp.;ST002170(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10980;DSM 43981;Rhodococcus;Rhodococcus sp.;9138, N938;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11431;28;11431;;;;;;;;;;;;;;;;;;;;
103794;;Rhodococcus;Rhodococcus sp.;ST002175(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10984;DSM 44237;Rhodococcus;Rhodococcus sp.;;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);11499;28;11499;;;;;;;;;;;;;;;;;sediment of a forest lake;11499;;
103795;;Rhodococcus;Rhodococcus sp.;ST002167(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10985;DSM 44836, KCTC 19019, YIM 70035;Rhodococcus;Rhodococcus sp.;;0;Rhodococcus sp.;20215;;;GYM STREPTOMYCES MEDIUM (DSMZ Medium 65);12017;28;12017;;;;;;;;;;;;;;;;;forest soil;12017;;
103796;;Rhodococcus;Rhodococcus sp.;ST009040(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10986;DSM 46085, ATCC 25727, IMET 7544;Rhodococcus;Rhodococcus sp.;Gdf N59, Gdf R69, Gordon 1240, N 59;0;Rhodococcus sp.;20215;;;ORGANIC MEDIUM 79 (DSMZ Medium 426);12429;28;12429;;;;;;;;;;;;;;;;;;;;
103797;;Rhodococcus;Rhodococcus sp.;ST017661(HKI), CIBAID40619, BI 08928;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10987;DSM 46365, IMET 11519, NCIMB 9737;Rhodococcus;Rhodococcus sp.;;0;Rhodococcus sp.;20215;;;ORGANIC MEDIUM 79 (DSMZ Medium 426);12538;25;12538;;;;;;;;;;;;;;;;;;;;
103798;;Rhodococcus;Rhodococcus sp.;ST000734(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10988;DSM 46366, IMET 11521, NCIMB 9739;Rhodococcus;Rhodococcus sp.;;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92);12539;25;12539;;;;;;;;;;;;;;;;;;;;
103799;;Rhodococcus;Rhodococcus sp.;ST020543(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
10989;DSM 45596;Rhodococcus;Rhodococcus sp.;OCT 10;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);17739;28;17739;;;;;;;;;;;;;;;;;soil sample;17739;;
103800;;Rhodococcus;Rhodococcus sp.;STI07694(IMET), H195-27;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
23159;DSM 44980;Rhodococcus;Rhodococcus sp.;BCP1;0;Rhodococcus sp.;20215;;;TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535);18910;28;18910;;;;;;;;;;;;;;;;;sediment contaminated with chlorinated solvents;18910;;
103801;;Rhodococcus;Rhodococcus sp.;STI07695(IMET), 496-720;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103579;;Rhodococcus;Rhodococcus sp.;STI07644(IMET), 792-109;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103802;;Rhodococcus;Rhodococcus sp.;ST022270(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103580;;Rhodococcus;Rhodococcus sp.;STI07700(IMET), 498-77;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103803;;Rhodococcus;Rhodococcus sp.;ST022418(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103581;;Rhodococcus;Rhodococcus sp.;STI07701(IMET), 604-83;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103804;;Rhodococcus;Rhodococcus sp.;ST002181(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103582;;Rhodococcus;Rhodococcus sp.;STI07705(IMET), 788-22;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103805;;Rhodococcus;Rhodococcus sp.;ST002708(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103583;;Rhodococcus;Rhodococcus sp.;STI07710(IMET), H15-10;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103806;;Rhodococcus;Rhodococcus sp.;ST002712(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103584;;Rhodococcus;Rhodococcus sp.;STI07711(IMET), H15-11;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103807;;Rhodococcus;Rhodococcus sp.;ST009190(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103585;;Rhodococcus;Rhodococcus sp.;STI07714(IMET), 551-58;0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
103808;;Rhodococcus;Rhodococcus sp.;ST009184(HKI);0;Rhodococcus sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
