strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;Nocardioides simplex;20215;;;;;;;;;;;;;glycogen;68379;;;;;;catalase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;sucrose;68379;;;;;;gelatinase;-;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;lactose;68379;;;;;;urease;-;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;maltose;68379;;;;;;beta-glucosidase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;D-mannitol;68379;;;;;;N-acetyl-beta-glucosaminidase;-;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;D-xylose;68379;;;;;;alpha-glucosidase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;D-ribose;68379;;;;;;beta-galactosidase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;gelatin;68379;;;;;;beta-glucuronidase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;urea;68379;;;;;;alkaline phosphatase;+;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;esculin;68379;;;;;;pyrrolidonyl arylamidase;-;68379;;;;
144251;CCUG 23927, LMG 3810;Nocardioides;Nocardioides simplex;;0;;;;;;;;;;;;;;;nitrate;68379;;;;;;pyrazinamidase;+;68379;;;;
161393;JCM 1367, IAM 1413, KCTC 9622;Nocardioides;Nocardioides simplex;;0;Nocardioides simplex;20215;;;;;30;67770;;;;;;;;;;;;;;;;;Soil of petroleum zone;67770;;
11101;DSM 20299, IAM 1398, JCM 1366, IFO 12679, KCTC 9621, NBRC 12679;Nocardioides;Nocardioides simplex;;0;Nocardioides simplex;20215;;;TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92);8702;28;8702;;;;;;;;;;;;;;;;;Soil of petroleum zone;67770;;
11101;DSM 20299, IAM 1398, JCM 1366, IFO 12679, KCTC 9621, NBRC 12679;Nocardioides;Nocardioides simplex;;0;;;;;;;30;67770;;;;;;;;;;;;;;;;;;;;
104699;HKI 0414;Nocardioides;Nocardioides simplex;STH00414(ZIMET), FERM-P 5362, F-1360;0;Nocardioides simplex;20215;;;;;;;Rhizoxin complex;20216;;;;;;;;;;;;;;;;;;
104700;;Nocardioides;Nocardioides simplex;SF002835(FSU);0;Nocardioides simplex;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
104702;;Nocardioides;Nocardioides simplex;SF001744(FSU);0;Nocardioides simplex;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
104703;;Nocardioides;Nocardioides simplex;SF005254(FSU);0;Nocardioides simplex;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
140067;DSM 105498, CCTCC AB 2012934, KACC 17152, JCM 32088;Nocardioides;Nocardioides soli;mbc-2;1;Nocardioides soli;20215;;;TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92);42674;28;42674;;;;;;;;;;;;;;;;;soil;42674;GCA_014191495;66792
140067;DSM 105498, CCTCC AB 2012934, KACC 17152, JCM 32088;Nocardioides;Nocardioides soli;mbc-2;1;;;;;;;28;67770;;;;;;;;;;;;;;;;;Soil from Changzhou;67770;1036020.3;66792
140067;DSM 105498, CCTCC AB 2012934, KACC 17152, JCM 32088;Nocardioides;Nocardioides soli;mbc-2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2824233761;66792
164076;JCM 31492, KCTC 39528, MCC 2762;Nocardioides;Nocardioides solisilvae;;1;Nocardioides solisilvae;20215;;;;;28;67770;;;;;;;;;;;;;;;;;Forest soil;67770;GCA_003194625;66792
164076;JCM 31492, KCTC 39528, MCC 2762;Nocardioides;Nocardioides solisilvae;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1542435.3;66792
164076;JCM 31492, KCTC 39528, MCC 2762;Nocardioides;Nocardioides solisilvae;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2866257564;66792
164076;JCM 31492, KCTC 39528, MCC 2762;Nocardioides;Nocardioides solisilvae;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;QHKX00000000;67770
140344;DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092;Nocardioides;Nocardioides sonneratiae;;1;Nocardioides sonneratiae;20215;4 days;43845;ISP 2 agar;43845;15-32;43845;;;aerobe;43845;;;(+)-L-lyxitol;43845;hydrogen sulfide;1;43845;;;cytochrome oxidase;-;43845;branch of Sonneratia apetala;42951;;
