strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;Guyparkeria halophila;20215;;43579;HALOTHIOBACILLUS HALOPHILUS MEDIUM (DSMZ Medium 518);2498;30;2498;;;;;chemoautolithotroph;43579;thiocyanate;43579;;;;;;;;;lake O'Grady;2498;GCA_009734265;66792
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;Basal salts agar;43579;26-36;43579;;;;;;;elemental sulfur;43579;;;;;;;;;water from hypersaline playa Lake O´Grady, Shire of Koorda, Western Australia;43579;47960.3;66792
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;30-32;43579;;;;;;;sulfide;43579;;;;;;;;;;;;
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;;;;;;;;;tetrathionate;43579;;;;;;;;;;;;
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;;;;;;;;;trithionate;43579;;;;;;;;;;;;
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;;;;;;;;;ammonium chloride;43579;;;;;;;;;;;;
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;;;;;;;;;thiosulfate;43579;;;;;;;;;;;;
6091;DSM 6132, ATCC 49870;Guyparkeria;Guyparkeria halophila;204;1;;;;;;;;;;;;;;;nitrate;43579;;;;;;;;;;;;
6092;DSM 7121, ATCC 51453;Guyparkeria;Guyparkeria hydrothermalis;R3;1;Guyparkeria hydrothermalis;20215;;43579;GUYPARKERIA HYDROTHERMALIS MEDIUM (DSMZ Medium 574);3012;35;3012;;;;;chemoautolithotroph;43579;thiocyanate;43579;;;;;;;;;deep-sea hydrothermal vent;3012;;
6092;DSM 7121, ATCC 51453;Guyparkeria;Guyparkeria hydrothermalis;R3;1;;;;;Basal salts agar;43579;nov.45;43579;;;;;;;elemental sulfur;43579;;;;;;;;;fragments of chimney of deep-water hydrothermal vent, North Fiji Basin, Pacific Ocean;43579;;
6092;DSM 7121, ATCC 51453;Guyparkeria;Guyparkeria hydrothermalis;R3;1;;;;;;;35-40;43579;;;;;;;sulfide;43579;;;;;;;;;;;;
6092;DSM 7121, ATCC 51453;Guyparkeria;Guyparkeria hydrothermalis;R3;1;;;;;;;;;;;;;;;tetrathionate;43579;;;;;;;;;;;;
6092;DSM 7121, ATCC 51453;Guyparkeria;Guyparkeria hydrothermalis;R3;1;;;;;;;;;;;;;;;thiosulfate;43579;;;;;;;;;;;;
