strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
119243;;Streptomyces;Streptomyces sp.;ST013238(HKI), BI 02048;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119077;;Streptomyces;Streptomyces sp.;ST003918(HKI), BI 06870;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119244;;Streptomyces;Streptomyces sp.;ST013243(HKI), BI 02051;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119100;;Streptomyces;Streptomyces sp.;ST003958(HKI), BI 06911;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119245;;Streptomyces;Streptomyces sp.;ST013244(HKI), BI 02052;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119101;;Streptomyces;Streptomyces sp.;ST003959(HKI), BI 06912;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119246;;Streptomyces;Streptomyces sp.;ST013245(HKI), BI 02053;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119102;;Streptomyces;Streptomyces sp.;ST003960(HKI), BI 06913;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119247;;Streptomyces;Streptomyces sp.;ST013247(HKI), BI 02055;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119103;;Streptomyces;Streptomyces sp.;ST003962(HKI), BI 06915;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119258;;Streptomyces;Streptomyces sp.;ST013263(HKI), BI 02071;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119104;;Streptomyces;Streptomyces sp.;ST003964(HKI), BI 06917;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119259;;Streptomyces;Streptomyces sp.;ST013264(HKI), BI 02072;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119105;;Streptomyces;Streptomyces sp.;ST003968(HKI), BI 06920;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119270;;Streptomyces;Streptomyces sp.;ST013283(HKI), BI 02091;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119106;;Streptomyces;Streptomyces sp.;ST003970(HKI), BI 06922;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119271;;Streptomyces;Streptomyces sp.;ST013284(HKI), BI 02092;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119107;;Streptomyces;Streptomyces sp.;ST008271(HKI);0;Streptomyces sp.;20215;;;;;;;Antiviral agent;20216;;;;;;;;;;;;;;;;;;
119272;;Streptomyces;Streptomyces sp.;ST013285(HKI), BI 02093;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119108;;Streptomyces;Streptomyces sp.;ST008272(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119273;;Streptomyces;Streptomyces sp.;ST013286(HKI), BI 02094;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119109;;Streptomyces;Streptomyces sp.;ST008276(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119274;;Streptomyces;Streptomyces sp.;ST013289(HKI), BI 02097;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119110;;Streptomyces;Streptomyces sp.;ST008277(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119275;;Streptomyces;Streptomyces sp.;ST013292(HKI), BI 02100;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119111;;Streptomyces;Streptomyces sp.;ST008282(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
119276;;Streptomyces;Streptomyces sp.;ST013293(HKI), BI 02101;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
