strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
22718;;Nannocystis;Nannocystis exedens;Na e893;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with raw humus and leaf residues;18281;;
22718;;Nannocystis;Nannocystis exedens;Na e893;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20756;;Nannocystis;Nannocystis exedens;Na e708;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with rotted wood and plant residues;18281;;
20756;;Nannocystis;Nannocystis exedens;Na e708;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22719;;Nannocystis;Nannocystis exedens;Na e896;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22719;;Nannocystis;Nannocystis exedens;Na e896;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20757;;Nannocystis;Nannocystis exedens;Na e707;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;rotted wood;18281;;
20757;;Nannocystis;Nannocystis exedens;Na e707;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20757;;Nannocystis;Nannocystis exedens;Na e707;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22720;;Nannocystis;Nannocystis exedens;Na e895;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22720;;Nannocystis;Nannocystis exedens;Na e895;0;;;;;TOLI AGAR Kan14;18281;;;;;;;;;;;;;;;;;;;;;;
22720;;Nannocystis;Nannocystis exedens;Na e895;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20789;;Nannocystis;Nannocystis exedens;Na e796;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20789;;Nannocystis;Nannocystis exedens;Na e796;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22721;;Nannocystis;Nannocystis exedens;Na e890;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22721;;Nannocystis;Nannocystis exedens;Na e890;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22721;;Nannocystis;Nannocystis exedens;Na e890;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20790;;Nannocystis;Nannocystis exedens;Na e797;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20790;;Nannocystis;Nannocystis exedens;Na e797;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22722;;Nannocystis;Nannocystis exedens;Na e892;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20791;;Nannocystis;Nannocystis exedens;Na e799;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20791;;Nannocystis;Nannocystis exedens;Na e799;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20791;;Nannocystis;Nannocystis exedens;Na e799;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22723;;Nannocystis;Nannocystis exedens;Na e891;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with little plant residues;18281;;
22723;;Nannocystis;Nannocystis exedens;Na e891;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22723;;Nannocystis;Nannocystis exedens;Na e891;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20793;;Nannocystis;Nannocystis exedens;Na e798;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;rotting wood and bark with little soil;18281;;
20793;;Nannocystis;Nannocystis exedens;Na e798;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20793;;Nannocystis;Nannocystis exedens;Na e798;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22726;;Nannocystis;Nannocystis exedens;Na a67;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;dry dung;18281;;
20804;;Nannocystis;Nannocystis exedens;Na e785;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20804;;Nannocystis;Nannocystis exedens;Na e785;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20804;;Nannocystis;Nannocystis exedens;Na e785;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22728;;Nannocystis;Nannocystis exedens;Na a64;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22728;;Nannocystis;Nannocystis exedens;Na a64;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20806;;Nannocystis;Nannocystis exedens;Na e783;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20806;;Nannocystis;Nannocystis exedens;Na e783;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20806;;Nannocystis;Nannocystis exedens;Na e783;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22730;;Nannocystis;Nannocystis exedens;Na a65;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20807;;Nannocystis;Nannocystis exedens;Na e784;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil beneath banana tree;18281;;
20807;;Nannocystis;Nannocystis exedens;Na e784;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22732;;Nannocystis;Nannocystis exedens;Na a68;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues and lime pebbles;18281;;
20808;;Nannocystis;Nannocystis exedens;Na e781;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20808;;Nannocystis;Nannocystis exedens;Na e781;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20808;;Nannocystis;Nannocystis exedens;Na e781;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22733;;Nannocystis;Nannocystis exedens;Na a69;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil;18281;;
22733;;Nannocystis;Nannocystis exedens;Na a69;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20809;;Nannocystis;Nannocystis exedens;Na e782;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues and pebbles;18281;;
20809;;Nannocystis;Nannocystis exedens;Na e782;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20809;;Nannocystis;Nannocystis exedens;Na e782;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22736;;Nannocystis;Nannocystis exedens;Na a62;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22736;;Nannocystis;Nannocystis exedens;Na a62;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20810;;Nannocystis;Nannocystis exedens;Na e780;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;black soil, raw humus and plant residues;18281;;
20810;;Nannocystis;Nannocystis exedens;Na e780;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22738;;Nannocystis;Nannocystis exedens;Na a63;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with root residues;18281;;
22738;;Nannocystis;Nannocystis exedens;Na a63;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20816;;Nannocystis;Nannocystis exedens;Na e789;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;forest soil with little plant residues;18281;;
20816;;Nannocystis;Nannocystis exedens;Na e789;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20816;;Nannocystis;Nannocystis exedens;Na e789;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22740;;Nannocystis;Nannocystis exedens;Na a60;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22740;;Nannocystis;Nannocystis exedens;Na a60;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20818;;Nannocystis;Nannocystis exedens;Na e788;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;rotting twigs with little soil;18281;;
20818;;Nannocystis;Nannocystis exedens;Na e788;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20818;;Nannocystis;Nannocystis exedens;Na e788;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22744;;Nannocystis;Nannocystis exedens;Na a57;0;Nannocystis exedens;20215;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20820;;Nannocystis;Nannocystis exedens;Na e787;0;Nannocystis exedens;20215;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22745;;Nannocystis;Nannocystis exedens;Na a58;0;Nannocystis exedens;20215;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues from grain field;18281;;
20823;;Nannocystis;Nannocystis exedens;Na e772;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;loamy soil with plant residues;18281;;
20823;;Nannocystis;Nannocystis exedens;Na e772;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20823;;Nannocystis;Nannocystis exedens;Na e772;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22747;;Nannocystis;Nannocystis exedens;Na a59;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with little stones;18281;;
22747;;Nannocystis;Nannocystis exedens;Na a59;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22747;;Nannocystis;Nannocystis exedens;Na a59;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20824;;Nannocystis;Nannocystis exedens;Na e773;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;bark pieces with little soil;18281;;
20824;;Nannocystis;Nannocystis exedens;Na e773;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20824;;Nannocystis;Nannocystis exedens;Na e773;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22751;;Nannocystis;Nannocystis exedens;Na a53;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
22751;;Nannocystis;Nannocystis exedens;Na a53;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22751;;Nannocystis;Nannocystis exedens;Na a53;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20826;;Nannocystis;Nannocystis exedens;Na e774;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues;18281;;
20826;;Nannocystis;Nannocystis exedens;Na e774;0;;;;;TOLI AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
20826;;Nannocystis;Nannocystis exedens;Na e774;0;;;;;VY/2 AGAR;18281;;;;;;;;;;;;;;;;;;;;;;
22753;;Nannocystis;Nannocystis exedens;Na a54;0;Nannocystis exedens;20215;;;COLE AGAR;18281;;;;;;;;;;;;;;;;;;;soil with plant residues and lime pebbles;18281;;
