strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
136713;CIP pAT145;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 644 - Medium 368 with 500 microg/ml of kanamycin;36226;30;36226;;;;;;;;;;;;;;;;;;;;
136721;CIP pAT191;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 644 - Medium 368 with 500 microg/ml of kanamycin;36234;30;36234;;;;;;;;;;;;;;;;;;;;
137074;CIP 54.29;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;36922;37;36922;;;;;;;;;;;;;;;;;;;;
137222;CIP 103016, NCDO 1720;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;37103;37;37103;;;;;;;;;;;;;;;;;;;;
137223;CIP 103017, NCDO 1620, NCTC 8744;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;37104;37;37104;;;;;;;;;;;;;;;;;;;1351.1944;66792
137332;CIP 106998;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 6 - Columbia agar with 10 % horse blood;37261;37;37261;;;;;;;;;;;;;;;;;;;;
137435;CIP 53.152, ATCC 9854;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;37950;37;37950;;;;;;;;;;;;;;;;;;;;
137663;CIP 103905;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;38492;37;38492;;;;;;;;;;;;;;;;;;38492;;
137735;CIP 103906;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;38666;37;38666;;;;;;;;;;;;;;;;;;;;
138888;CIP 103907;Enterococcus;Enterococcus faecalis;;0;Enterococcus faecalis;20215;;;MEDIUM 29- Brain heart agar;40870;37;40870;;;;;;;;;;;;;;;;;;40870;;
