strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;Pseudomonas sp.;20215;;;MINERAL MEDIUM (BRUNNER) (DSMZ Medium 457);2847;30;2847;;;;;;;malate;68369;indole;0;68369;indole;68369;cytochrome oxidase;+;68369;activated sludge;2847;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;CASO AGAR (MERCK 105458) (DSMZ Medium 220);2847;;;;;;;;;adipate;68369;;;;;;gelatinase;-;68369;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;decanoate;68369;;;;;;beta-glucosidase;-;68369;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;gluconate;68369;;;;;;urease;-;68369;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;maltose;68369;;;;;;arginine dihydrolase;-;68369;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;N-acetylglucosamine;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;D-mannitol;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;D-mannose;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;L-arabinose;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;D-glucose;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;gelatin;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;esculin;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;urea;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;arginine;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;D-glucose;68369;;;;;;;;;;;;
12955;DSM 6837;Pseudomonas;Pseudomonas sp.;1A;0;;;;;;;;;;;;;;;tryptophan;68369;;;;;;;;;;;;
