strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
7075;DSM 10369;Methanohalophilus;Methanohalophilus euhalobius;283;0;Methanohalophilus euhalobius;20215;;;METHANOHALOPHILUS EUHALOBIUS MEDIUM (DSMZ Medium 713);3928;37;3928;;;anaerobe;3928;;;;;;;;;;;;;saline subsurface water, oil field;3928;GCA_002973515;66792
7075;DSM 10369;Methanohalophilus;Methanohalophilus euhalobius;283;0;;;;;;;;;;;;;;;;;;;;;;;;;;;GCA_003722155;66792
7075;DSM 10369;Methanohalophilus;Methanohalophilus euhalobius;283;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2703719298;66792
7064;DSM 3094, NBRC 107635, OCM 160;Methanohalophilus;Methanohalophilus halophilus;Z-7982;1;Methanohalophilus halophilus;20215;;;METHANOHALOPHILUS HALOPHILUS MEDIUM (DSMZ Medium 329);1298;30;1298;;;anaerobe;1298;;;;;;;;;;;;;cyanobacterial mat and bottom deposits;1298;GCA_001889405;66792
7064;DSM 3094, NBRC 107635, OCM 160;Methanohalophilus;Methanohalophilus halophilus;Z-7982;1;;;;;;;;;;;;;;;;;;;;;;;;;;;GCA_003722055;66792
7064;DSM 3094, NBRC 107635, OCM 160;Methanohalophilus;Methanohalophilus halophilus;Z-7982;1;;;;;;;;;;;;;;;;;;;;;;;;;;;GCA_900106905;66792
7064;DSM 3094, NBRC 107635, OCM 160;Methanohalophilus;Methanohalophilus halophilus;Z-7982;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2642422606;66792
7064;DSM 3094, NBRC 107635, OCM 160;Methanohalophilus;Methanohalophilus halophilus;Z-7982;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2914862632;66792
24163;DSM 28452, NBRC 110099;Methanohalophilus;Methanohalophilus levihalophilus;GTA13;1;Methanohalophilus levihalophilus;20215;;;METHANOCOCCOIDES MEDIUM (DSMZ Medium 141c);21018;35;21018;;;anaerobe;21018;;;;;;;;;;;;;deep aquifers filled with paleo-seawater in natural gas field;21018;GCA_017874375;66792
24163;DSM 28452, NBRC 110099;Methanohalophilus;Methanohalophilus levihalophilus;GTA13;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2913510308;66792
7068;DSM 5219, ATCC 35705, OCM 68;Methanohalophilus;Methanohalophilus mahii;SLP;1;Methanohalophilus mahii;20215;;;METHANOHALOPHILUS MEDIUM (DSMZ Medium 479);1965;37;1965;;;anaerobe;1965;;;;;;;;;;;;;anaerobic sediment;1965;GCA_000025865;66792
7068;DSM 5219, ATCC 35705, OCM 68;Methanohalophilus;Methanohalophilus mahii;SLP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;646564550;66792
7074;DSM 7471, OCM 59;Methanohalophilus;Methanohalophilus portucalensis;FDF-1;1;Methanohalophilus portucalensis;20215;;;METHANOHALOPHILUS MEDIUM (DSMZ Medium 479);3173;37;3173;;;anaerobe;3173;;;;;;;;;;;;;sediment of a saltern;3173;GCA_002761295;66792
7074;DSM 7471, OCM 59;Methanohalophilus;Methanohalophilus portucalensis;FDF-1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;GCA_003722115;66792
7074;DSM 7471, OCM 59;Methanohalophilus;Methanohalophilus portucalensis;FDF-1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2806310721;66792
7069;DSM 3243, OCM 13;Methanohalophilus;Methanohalophilus portucalensis;SF1;0;Methanohalophilus portucalensis;20215;;;METHANOHALOPHILUS PORTUCALENSIS MEDIUM (DSMZ Medium 348);1324;37;1324;;;anaerobe;1324;;;;;;;;;;;;;solar salt pond;1324;;
7070;DSM 5699;Methanohalophilus;Methanohalophilus portucalensis;Z-7404;0;Methanohalophilus portucalensis;20215;;;METHANOHALOPHILUS (MG) MEDIUM (DSMZ Medium 525);2292;37;2292;;;anaerobe;2292;;;;;;;;;;;;;;2292;;
7071;DSM 5701;Methanohalophilus;Methanohalophilus portucalensis;Z-7302;0;Methanohalophilus portucalensis;20215;;;METHANOHALOPHILUS (MG+NACL) MEDIUM (DSMZ Medium 525a);2294;37;2294;;;anaerobe;2294;;;;;;;;;;;;;;2294;;
7072;DSM 5702;Methanohalophilus;Methanohalophilus portucalensis;Z-7401;0;Methanohalophilus portucalensis;20215;;;METHANOHALOPHILUS (MG+NACL) MEDIUM (DSMZ Medium 525a);2295;37;2295;;;anaerobe;2295;;;;;;;;;;;;;;2295;;
