strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
165543;JCM 7515, CDC B3271, GIFU 2396, IAM 12577, IFO 13936, LMG 2239, NBRC 13936, NCTC 11031;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;30;67770;;;;;;;;;;;;;;;;;Spinal fluid;67770;;
165545;JCM 7518, GIFU 2137;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;30;67770;;;;;;;;;;;;;;;;;Vaginal swab;67770;;
165546;JCM 7519, GIFU 11386;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;30;67770;;;;;;;;;;;;;;;;;Sputum;67770;;
165548;JCM 7521, GIFU 11385;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;30;67770;;;;;;;;;;;;;;;;;Urine;67770;;
146637;CCUG 31690;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;;;;;;;;;;;;;;;;;;;Human wound;50684;;
146638;CCUG 31691;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;;;;;;;;;;;;;;;;;;;Human blood;50685;;
146931;CCUG 32467;Sphingomonas;Sphingomonas paucimobilis;;0;Sphingomonas paucimobilis;20215;;;;;;;;;;;;;malate;68369;indole;0;68369;indole;68369;cytochrome oxidase;+;68369;Human blood;51029;;
146931;CCUG 32467;Sphingomonas;Sphingomonas paucimobilis;;0;;;;;;;;;;;;;;;adipate;68369;;;;;;gelatinase;-;68369;;;;
146931;CCUG 32467;Sphingomonas;Sphingomonas paucimobilis;;0;;;;;;;;;;;;;;;decanoate;68369;;;;;;beta-glucosidase;+;68369;;;;
146931;CCUG 32467;Sphingomonas;Sphingomonas paucimobilis;;0;;;;;;;;;;;;;;;gluconate;68369;;;;;;urease;-;68369;;;;
