strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
18063;DSM 22141, ATCC BAA 1776;Thermoanaerobacterium;Thermoanaerobacterium thermostercoris;BUF, Buff;1;Thermoanaerobacterium thermostercoris;20215;;;CALDICELLULOSIRUPTOR MEDIUM (DSMZ Medium 640);16155;60;16155;;;anaerobe;16155;;;;;;;;;;;;;cow dung compost;16155;;
18049;DSM 2229, ATCC 33743;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;4B;1;Clostridium thermosulfurigenes;20215;;;THERMOANAEROBACTERIUM MEDIUM (DSMZ Medium 211);998;60;998;sulfur from thiosulfate ;998;anaerobe;998;;;;;;;;;;;;;thermal spring;998;2861644854;66792
18049;DSM 2229, ATCC 33743;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;4B;1;;;;;;;;;pectin methylesterase ;998;;;;;;;;;;;;;;;;;;
18049;DSM 2229, ATCC 33743;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;4B;1;;;;;;;;;polygalacturonate hydrolase ;998;;;;;;;;;;;;;;;;;;
18049;DSM 2229, ATCC 33743;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;4B;1;;;;;;;;;ethanol ;998;;;;;;;;;;;;;;;;;;
18049;DSM 2229, ATCC 33743;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;4B;1;;;;;;;;;ß amylase, thermostable ;998;;;;;;;;;;;;;;;;;;
18050;DSM 3896;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;;0;Clostridium thermosulfurigenes;20215;;;THERMOANAEROBACTERIUM MEDIUM (DSMZ Medium 211);1501;60;1501;amylase, thermostable ;1501;anaerobe;1501;;;;;;;;;;;;;fruit juice waste products;1501;;
18050;DSM 3896;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;;0;;;;;;;;;alpha glucosidase ;1501;;;;;;;;;;;;;;;;;;
18050;DSM 3896;Thermoanaerobacterium;Thermoanaerobacterium thermosulfurigenes;;0;;;;;;;;;pullulanase ;1501;;;;;;;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;Thermoanaerobacterium xylanolyticum;20215;;43366;THERMOANAEROBACTER BROCKII MEDIUM (DSMZ Medium 144);2983;60;2983;;;anaerobe;2983;;;arabinose;43366;acetate;1;43366;;;catalase;-;43366;thermal spring;2983;650716095;66792
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;60;43366;;;anaerobe;43366;;;cellobiose;43366;carbon dioxide;1;43366;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;45-70;43366;;;;;;;cellulose;43366;dihydrogen;1;43366;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;lactate;43366;ethanol;1;43366;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;fructose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;galactose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;glucose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;lactose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;maltose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;mannitol;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;mannose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;melezitose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;melibiose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;pyruvate;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;raffinose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;rhamnose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;ribose;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;starch;43366;;;;;;;;;;;;
18051;DSM 7097;Thermoanaerobacterium;Thermoanaerobacterium xylanolyticum;LX-11;1;;;;;;;;;;;;;;;sucrose;43366;;;;;;;;;;;;
