strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
155843;CCUG 59463;Pauljensenia;Pauljensenia hongkongensis;;0;Pauljensenia hongkongensis;20215;;;;;37;61967;;;anaerobe;61967;;;;;;;;;;;;;Human vagina;61967;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;Pectinatus brassicae;20215;1-2 days;17723;BIFIDOBACTERIUM MEDIUM (DSMZ Medium 58);17723;30;17723;;;anaerobe;17723;;;glycerol;30270;hydrogen sulfide;1;30270;indole;68380;catalase;-;17723;salty pickle wastewater;17723;GCA_015732205;66792
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;okt.40;30270;;;anaerobe;30270;;;mannitol;30270;indole;0;68380;indole;68367;cytochrome-c oxidase;-;17723;Salty pickle wastewater;67770;GCA_014201835;66792
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;28;30270;;;;;;;sucrose;30270;indole;0;68367;;;acid phosphatase;+;30270;;;862415.3;66792
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;28;67770;;;;;;;tryptophan;68380;;;;;;serine arylamidase;-;68380;;;862415.4;66792
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;nitrate;68380;;;;;;glutamyl-glutamate arylamidase;-;68380;;;2861266387;66792
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;L-glutamate;68380;;;;;;histidine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;raffinose;68380;;;;;;glycin arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;D-mannose;68380;;;;;;alanine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;arginine;68380;;;;;;tyrosine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;urea;68380;;;;;;pyrrolidonyl arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;trehalose;68367;;;;;;leucine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;L-rhamnose;68367;;;;;;phenylalanine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;sorbitol;68367;;;;;;leucyl glycin arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;raffinose;68367;;;;;;proline-arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;melezitose;68367;;;;;;L-arginine arylamidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;D-mannose;68367;;;;;;alkaline phosphatase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;cellobiose;68367;;;;;;tryptophan deaminase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;glycerol;68367;;;;;;alpha-fucosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;esculin;68367;;;;;;glutamate decarboxylase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;gelatin;68367;;;;;;N-acetyl-beta-glucosaminidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;L-arabinose;68367;;;;;;beta-glucuronidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;D-xylose;68367;;;;;;alpha-arabinosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;salicin;68367;;;;;;beta-glucosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;maltose;68367;;;;;;alpha-glucosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;sucrose;68367;;;;;;beta-Galactosidase 6-phosphate;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;lactose;68367;;;;;;beta-galactosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;D-mannitol;68367;;;;;;alpha-galactosidase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;D-glucose;68367;;;;;;arginine dihydrolase;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;urea;68367;;;;;;urease;-;68380;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;tryptophan;68367;;;;;;beta-glucosidase;-;68367;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;;;;;;;;gelatinase;-;68367;;;;
17147;DSM 24661, JCM 17499;Pectinatus;Pectinatus brassicae;TY;1;;;;;;;;;;;;;;;;;;;;;;urease;-;68367;;;;
17137;DSM 20467, ATCC 29359, CCC B-1022;Pectinatus;Pectinatus cerevisiiphilus;;1;Pectinatus cerevisiiphilus;20215;2-3 days;8838;BIFIDOBACTERIUM MEDIUM (DSMZ Medium 58);8838;28;8838;;;anaerobe;8838;;;tryptophan;68380;indole;0;68380;indole;68380;serine arylamidase;-;68380;beer;8838;GCA_004341685;66792
17137;DSM 20467, ATCC 29359, CCC B-1022;Pectinatus;Pectinatus cerevisiiphilus;;1;;;;;;;;;;;;;;;nitrate;68380;;;;;;glutamyl-glutamate arylamidase;-;68380;;;GCA_015732175;66792
17137;DSM 20467, ATCC 29359, CCC B-1022;Pectinatus;Pectinatus cerevisiiphilus;;1;;;;;;;;;;;;;;;L-glutamate;68380;;;;;;histidine arylamidase;-;68380;;;86956.3;66792
17137;DSM 20467, ATCC 29359, CCC B-1022;Pectinatus;Pectinatus cerevisiiphilus;;1;;;;;;;;;;;;;;;raffinose;68380;;;;;;glycin arylamidase;-;68380;;;86956.4;66792
