strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;Escherichia coli;20215;;;LC BROTH MEDIUM (DSMZ Medium 546);2291;37;2291;;;;;;;L-arabinose;68368;acetoin;0;68368;acetoin;68368;cytochrome oxidase;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;amygdalin;68368;indole;1;68368;indole;68368;gelatinase;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;melibiose;68368;hydrogen sulfide;0;68368;;;tryptophan deaminase;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;sucrose;68368;;;;;;urease;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;L-rhamnose;68368;;;;;;ornithine decarboxylase;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;sorbitol;68368;;;;;;lysine decarboxylase;+;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;myo-inositol;68368;;;;;;arginine dihydrolase;-;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;D-mannitol;68368;;;;;;beta-galactosidase;+;68368;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;D-glucose;68368;;;;;;;;;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;gelatin;68368;;;;;;;;;;;;
4574;DSM 5698, ATCC 25404, NCIMB 11290;Escherichia;Escherichia coli;K12;0;;;;;;;;;;;;;;;tryptophan;68368;;;;;;;;;;;;
