strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
23933;DSM 25465;Klebsiella;Klebsiella sp.;BRL6-2;0;Klebsiella sp.;20215;;;NUTRIENT AGAR (DSMZ Medium 1);20618;28;20618;;;;;;;;;;;;;;;;;tropical rainforest soil;20618;;
152746;CCUG 47534;Klebsiella;Klebsiella sp.;;0;Klebsiella sp.;20215;;;;;30;57740;;;aerobe;57740;;;;;;;;;;;;;Human urine,32-yr-old woman;57740;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;Klebsiella sp.;20215;;;;;30;62336;;;aerobe;62336;;;sorbitol;68374;indole;0;68374;indole;68374;L-aspartate arylamidase;-;68374;Human sputum;62336;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;cellobiose;68374;;;;;;alpha-maltosidase;-;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;myo-inositol;68374;;;;;;alpha-galactosidase;+;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;L-rhamnose;68374;;;;;;alpha-glucosidase;-;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;trehalose;68374;;;;;;beta-galactosidase;+;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;D-arabitol;68374;;;;;;N-acetyl-beta-glucosaminidase;-;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;L-arabinose;68374;;;;;;beta-glucuronidase;-;68374;;;;
156139;CCUG 60509;Klebsiella;Klebsiella sp.;;0;;;;;;;;;;;;;;;sucrose;68374;;;;;;beta-glucosidase;+;68374;;;;
