strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
13943;DSM 3856, ATCC 31632, IFO 15272, NBRC 15272, JCM 21281, IAM 14723, LMG 10894, LMG 5965, LMG 6118, NCIMB 12542;Magnetospirillum;Magnetospirillum magnetotacticum;MS-1;1;Magnetospirillum magnetotacticum;20215;;;MAGNETOSPIRILLUM MEDIUM (DSMZ Medium 380);1484;30;1484;iron reductase ;1484;microaerophile;1484;;;;;;;;;;;;;freshwater sediment;1484;;
13943;DSM 3856, ATCC 31632, IFO 15272, NBRC 15272, JCM 21281, IAM 14723, LMG 10894, LMG 5965, LMG 6118, NCIMB 12542;Magnetospirillum;Magnetospirillum magnetotacticum;MS-1;1;;;;;;;25;67770;;;;;;;;;;;;;;;;;Freshwater swamp;67770;;
132530;DSM 29006, VKM B-2938;Magnetospirillum;Magnetospirillum marisnigri;SP-1;1;Magnetospirillum marisnigri;20215;;;MAGNETOSPIRILLUM MEDIUM (DSMZ Medium 380);24319;18-42;43653;;;microaerophile;43653;;;citrate;43653;;;;;;cytochrome oxidase;-;43653;freshwater sediment from a river;24319;GCA_001650715;66792
132530;DSM 29006, VKM B-2938;Magnetospirillum;Magnetospirillum marisnigri;SP-1;1;;;;;;;28-30;43653;;;;;;;butyrate;43653;;;;;;catalase;-;43653;Sediments of the Pshada river, near the coast of the Black Sea;43653;1285242.4;66792
132530;DSM 29006, VKM B-2938;Magnetospirillum;Magnetospirillum marisnigri;SP-1;1;;;;;;;28;24319;;;;;;;propionate;43653;;;;;;;;;;;2791355011;66792
132530;DSM 29006, VKM B-2938;Magnetospirillum;Magnetospirillum marisnigri;SP-1;1;;;;;;;;;;;;;;;tartrate;43653;;;;;;;;;;;;
13956;DSM 120, ATCC 14031, KCTC 15609, NTHC 131, LMG 4354;Magnetospirillum;Magnetospirillum molischianum;S;1;Magnetospirillum molischianum;20215;;;RHODOSPIRILLACEAE MEDIUM (modified) (DSMZ Medium 27);2105;25;2105;;;anaerobe;2105;;;;;;;;;;;;;mud from a ditch;2105;GCA_000294655;66792
13956;DSM 120, ATCC 14031, KCTC 15609, NTHC 131, LMG 4354;Magnetospirillum;Magnetospirillum molischianum;S;1;;;;;;;25;67771;;;anaerobe;67771;;;;;;;;;;;;;From mud from a ditch ;67771;1150626.3;66792
13956;DSM 120, ATCC 14031, KCTC 15609, NTHC 131, LMG 4354;Magnetospirillum;Magnetospirillum molischianum;S;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2531839420;66792
132531;DSM 29455, VKM B-2939;Magnetospirillum;Magnetospirillum moscoviense;BB-1;1;Magnetospirillum moscoviense;20215;;;MAGNETOSPIRILLUM MEDIUM (DSMZ Medium 380);24320;18-38;43653;;;microaerophile;43653;;;citrate;43653;;;;;;catalase;-;43653;freshwater sediment from a river;24320;GCA_001650635;66792
