TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	PC3_0	PC3_1	PC3_2	Representative	Eliminated
"GO:0030448"	"hyphal growth"	2.04293182846525	2.06818586174616	0.000480580926223619	1	0	-4.89758886084017	2.00473723799891	-2.21151346121924	2.79240796301954	-5.18058741592662	null	False
"GO:0071769"	"mycolate cell wall layer assembly"	3	1.36172783601759	9.11446584217209E-05	0.952488559702302	0	3.54563349655108	6.24377007056406	0.302911644140602	-4.64718651031698	-5.00181096613124	null	False
"GO:0071768"	"mycolic acid biosynthetic process"	1.52385047698615	1.23044892137827	6.62870243067061E-05	0.844129405147442	0.73610704	null	null	null	null	null	71769	True
"GO:0071770"	"DIM/DIP cell wall layer assembly"	2.04293182846525	1.75587485567249	0.000232004585073471	0.950515959154954	0.77041112	null	null	null	null	null	71769	True
"GO:1902074"	"response to salt"	3	2.78031731214015	0.00249404928953982	0.928116881350323	0	-0.728557917999527	6.03971964906822	0.00400285753272991	5.07013794346476	4.23085028923308	null	False
"GO:2000246"	"positive regulation of FtsZ-dependent cytokinesis"	3	2.23552844690755	0.000989149687768486	0.889092354233547	0	-3.42453915700081	-1.51698890033021	-6.07449497849668	-0.135815103175843	-0.0147043012152199	null	False
"GO:0051781"	"positive regulation of cell division"	1.13698465623837	3.90939554596711	0.0336240930795767	0.870954429878145	0.72091838	null	null	null	null	null	2000246	True
"GO:0071578"	"zinc ion import across plasma membrane"	3	2.64542226934909	0.00182703610745359	0.990422045008307	0.00438881	-6.0276174862882	2.28308286037443	-2.80009227112899	-0.561535185551107	-5.70796878659236	null	False
"GO:0007105"	"cytokinesis, site selection"	1.55924289440912	2.54900326202579	0.0014624574737667	0.982396275338543	0.0049414	-7.06335789099283	0.657969508265456	-3.18072037867354	3.49595135657099	-4.12792276301915	null	False
"GO:0090529"	"cell septum assembly"	1.47999764504815	4.55668836883523	0.149274235799683	0.930856799825328	0.72504002	null	null	null	null	null	7105	True
"GO:0000910"	"cytokinesis"	1.26561643275393	4.79450198847333	0.258109243833256	0.978368597587238	0.75918321	null	null	null	null	null	7105	True
"GO:0032506"	"cytokinetic process"	1.47109894140294	4.60086403630984	0.165257694535637	0.977553577925689	0.92067886	null	null	null	null	null	7105	True
"GO:0070490"	"protein pupylation"	3	3.33945144130644	0.00904817881786538	0.927467738567999	0.00538676	5.89873874554168	4.65030536822652	2.69671981619753	1.67785097116773	-5.45161925613433	null	False
"GO:0098743"	"cell aggregation"	1.58459300797727	3.48897352472651	0.0127685380570793	0.993974721469083	0.00595982	0.200472968395304	1.98864172908197	-1.22782962916699	-0.578579943255449	-6.38778376836967	null	False
"GO:0098630"	"aggregation of unicellular organisms"	1.58459300797727	3.35256838617931	0.00932575573214971	0.987298112153457	0.00596969	-0.51433977292746	1.29065556610688	-2.71123708433332	-2.46893045713454	-5.57053895791072	null	False
"GO:0090606"	"single-species surface biofilm formation"	1.50159818858042	1.57978359661681	0.000153288743709258	0.988816766924323	0.79094738	null	null	null	null	null	98630	True
"GO:0090604"	"surface biofilm formation"	1.50159818858042	1.60205999132796	0.000161574621747596	0.988797425244451	0.7927885	null	null	null	null	null	98630	True
"GO:0007059"	"chromosome segregation"	1.32676432178651	5.03066042990565	0.444595357903116	0.992439491871765	0.00757376	-6.01144201224307	0.830377677278511	1.74504701064365	6.10917963435813	-2.3870831262732	null	False
"GO:0044764"	"multi-organism cellular process"	1.0856162470515	4.49179577131359	0.128555397764818	0.993059309374216	0.00902258	-1.33398082166882	1.18562453799013	-1.14806690028002	1.12999321082487	-6.20025183328674	null	False
"GO:0007049"	"cell cycle"	1.13388526185354	5.61882285634581	1.72238546782937	0.991619849769166	0.01149319	-7.43756541276325	-0.073903376989812	2.85150883547457	6.08906936883156	-1.82540212070512	null	False
"GO:0006116"	"NADH oxidation"	1.44784991372832	4.11760269169008	0.0543097876022881	0.9822366634499	0.02070101	-7.4245447690722	-0.641534999190923	-5.00332004659154	2.38276366522015	-3.28213661361449	null	False
"GO:0006739"	"NADP metabolic process"	1.08885752837907	4.82087110992072	0.274266706008016	0.980240082706847	0.02596463	-7.01392403659191	-0.171642265749557	3.54501886307813	6.19368095694424	-0.687112927009406	null	False
"GO:0030638"	"polyketide metabolic process"	3	4.26684294870058	0.0765822277693414	0.96356497395715	0.03178642	1.34149087016111	-8.37155539621872	0.278133346078241	-1.15097258207372	7.99254743628801	null	False
"GO:0030639"	"polyketide biosynthetic process"	3	4.06774020292624	0.0484185283170296	0.933054834054808	0.7638745	null	null	null	null	null	30638	True
"GO:0015977"	"carbon fixation"	1.86609033546009	4.07121901839997	0.0488079645848315	0.973939333473519	0.03540615	-5.2607254412979	1.40925196396296	2.13298092308897	5.59317134493164	-3.17572060939396	null	False
"GO:0052708"	"N-alpha,N-alpha,N-alpha-trimethyl-L-histidine metabolic process"	3	0.778151250383644	2.07146950958457E-05	0.899560745665702	0.0622144	4.77125629594875	-5.8700716015433	3.1835918353861	-5.57867832871628	3.49705848566324	null	False
"GO:0006809"	"nitric oxide biosynthetic process"	1.26330035811527	3.42390091852842	0.0109912172178557	0.919017345103096	0.08064534	3.49472312775053	1.45234800492393	3.39379673165848	-6.02140023344785	-1.87519708754014	null	False
"GO:0009820"	"alkaloid metabolic process"	1.20584074189659	3.60422605308447	0.0166504719180407	0.951266142535441	0.08532124	1.957952174254	7.41386684492187	-0.631852063142817	2.44233769678234	-5.83895717225933	null	False
"GO:0043610"	"regulation of carbohydrate utilization"	1.8615084370854	1.04139268515823	4.14293901916913E-05	0.932882922652336	0.09099564	-1.25727165599631	-0.151505556264755	-3.65846309187571	-3.02310469484802	-4.50190760059315	null	False
"GO:0019300"	"rhamnose biosynthetic process"	2.18228576800867	0.301029995663981	4.14293901916913E-06	0.916214694238015	0.09604928	2.22179625660038	-1.28736831194208	3.11357136540309	-6.54573392918357	0.336240343682693	null	False
"GO:0090034"	"regulation of chaperone-mediated protein complex assembly"	2.44434705400839	1.66275783168157	0.000186432255862611	0.914422889911149	0.10475923	-5.08006684414476	-0.857463006059244	-6.09489368580699	0.923172637417628	-0.578856187275067	null	False
"GO:0052573"	"UDP-D-galactose metabolic process"	3	1.79239168949825	0.000252719280169317	0.870420104346416	0.11001219	7.00121907257725	-0.825190869312856	6.54899918906802	-0.699620898042604	-0.118323451354768	null	False
"GO:1903579"	"negative regulation of ATP metabolic process"	3	3.03542973818455	0.00449094589677934	0.853787014995315	0.11079577	-4.84776286805427	-4.76412552908198	-3.43505645104708	-3.16411323267515	4.70343497318866	null	False
"GO:2001170"	"negative regulation of ATP biosynthetic process"	3	2.15836249209525	0.000592440279741186	0.849136644793831	0.81361715	null	null	null	null	null	1903579	True
"GO:2001169"	"regulation of ATP biosynthetic process"	2.25428659212165	2.76342799356294	0.00239876169209893	0.875832913458449	0.86871998	null	null	null	null	null	1903579	True
"GO:0045820"	"negative regulation of glycolytic process"	3	2.77158748088126	0.00244433402130979	0.823233763487429	0.8837038	null	null	null	null	null	1903579	True
"GO:0006110"	"regulation of glycolytic process"	2.24551266781415	3.2143138974244	0.00678199117437987	0.852948850867015	0.9209681	null	null	null	null	null	1903579	True
"GO:0030812"	"negative regulation of nucleotide catabolic process"	3	2.79865064544527	0.010535587295228	0.817801840589388	1.00152259	null	null	null	null	null	1903579	True
"GO:2000679"	"positive regulation of transcription regulatory region DNA binding"	2.65600541395951	3.00560944536028	0.00419265428739916	0.86141327186098	0.11081139	-1.39951710758665	-7.37865895488819	-2.79203671469342	-5.87881229559047	-1.17819452338621	null	False
"GO:0051099"	"positive regulation of binding"	2.3622614766523	3.82406071741865	0.0276251173798198	0.850616411216582	0.81212276	null	null	null	null	null	2000679	True
"GO:1904796"	"regulation of core promoter binding"	1.50159818858042	2.48572142648158	0.00126359640084658	0.872622508340393	0.86635898	null	null	null	null	null	2000679	True
"GO:1904798"	"positive regulation of core promoter binding"	1.42111780969303	2.39093510710338	0.00101502005969644	0.869949541025239	0.8696696	null	null	null	null	null	2000679	True
"GO:0043388"	"positive regulation of DNA binding"	2.3622614766523	3.30770992340481	0.00841016620891333	0.857264559925537	0.87595033	null	null	null	null	null	2000679	True
"GO:0051101"	"regulation of DNA binding"	1.88945562576927	3.67997269427742	0.0198239632067243	0.857111330419245	0.88758099	null	null	null	null	null	2000679	True
"GO:0051100"	"negative regulation of binding"	1.58173841378925	3.80448018910599	0.026407093308184	0.85171761833142	0.90306802	null	null	null	null	null	2000679	True
"GO:0043392"	"negative regulation of DNA binding"	1.73336751467464	3.30254737248749	0.00831073567245328	0.857681156045656	0.90786588	null	null	null	null	null	2000679	True
"GO:0032091"	"negative regulation of protein binding"	1.64502566981956	3.58703711774346	0.0160041734310503	0.855079573607438	0.90839936	null	null	null	null	null	2000679	True
"GO:0043393"	"regulation of protein binding"	1.64502566981956	3.88609573243775	0.0318674869354489	0.85329355287962	0.91351612	null	null	null	null	null	2000679	True
"GO:2000677"	"regulation of transcription regulatory region DNA binding"	2.09633819662275	3.36436335461573	0.0095826179513382	0.859922203029507	0.91480295	null	null	null	null	null	2000679	True
"GO:1904797"	"negative regulation of core promoter binding"	1.30715188040973	1.78532983501077	0.000248576341150148	0.878294153066724	0.92438185	null	null	null	null	null	2000679	True
"GO:0006769"	"nicotinamide metabolic process"	1.20584074189659	1.70757017609794	0.000207146950958457	0.901847948418765	0.1197641	7.13560142948836	-3.91777601552981	6.10908259242918	0.115339375386944	4.21820460068944	null	False
"GO:0052164"	"symbiont defense to host-produced reactive oxygen species"	3	0.602059991327962	1.24288170575074E-05	0.892490332001186	0.12933935	-3.43565689167667	4.56289664486213	-2.82716505785664	5.23013279910094	0.184857995224865	null	False
"GO:0030811"	"regulation of nucleotide catabolic process"	2.24551266781415	0.477121254719662	8.28587803833826E-06	0.897236830653748	0.131858	-6.507030743938	-1.9604065239234	-2.49193584843472	-0.497827639418032	6.8626581831145	null	False
"GO:0043937"	"regulation of sporulation"	2.09960074672062	3.97524794124068	0.0391300590360524	0.888697286142671	0.13361523	-3.7384008462653	-6.16220766525686	-3.33628540174391	-5.40853706876993	2.10215590541502	null	False
"GO:0044315"	"protein secretion by the type VII secretion system"	3	1.04139268515823	4.14293901916913E-05	0.990831406525963	0.13647175	-6.59466130042988	1.75467063025498	-3.90098935904941	-0.443743876517448	-5.04835991863491	null	False
"GO:0050818"	"regulation of coagulation"	1.45841165397788	3.67806290497435	0.0197369614873217	0.894295751373147	0.14569403	-3.14327908749925	-6.42045803984323	-2.41900020986137	-5.93743027652318	2.3893533764174	null	False
"GO:1902882"	"regulation of response to oxidative stress"	1.98471600135588	3.70294724618156	0.0209011273517083	0.868040317405021	0.14620568	-1.80094428318563	-4.99681621604048	-2.26296398141025	-5.63856272384888	3.34586192864388	null	False
